Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,load_factor,Estimated_Revenue_USD
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.033844143999445,4350.250543572765,13746.79171768994,EY5664,2026-09-17,1,,False,0.0,532667.72,563.64,0.5300596280045833,97.09106793158072,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,320,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.8686828346104094,209089.83723303356
DNMM,OMDB,B77W,GE90-115B,5895.900658579161,91643.10529546808,289592.2127336792,0.0441465333402451,4292.526227433474,13564.382878689776,EY8081,2025-09-08,1,,False,0.0,530631.06,558.3,0.5271787472824718,96.1580575567763,Distance_km,1.0,0.0,0.0,5895.900658579161,0.0,PASS,368.0,320,2169691.442357132,1735753.1538857052,208290.3784662846,0.12,,,,,,,,,,,,,,,,0.86996136676569,208290.3784662846
HTDA,OMDB,B77W,GE90-115B,3977.674158356169,60075.04679448607,189837.147870576,0.0227274423229442,2821.2244013194518,8915.069108169468,EY3591,2025-03-05,1,,False,0.0,357990.67,543.89,0.5356949184720465,97.76020132177425,Distance_km,1.0,0.0,0.0,3977.674158356169,0.0,PASS,368.0,292,1463784.0902750702,1171027.2722200565,140523.27266640676,0.12,,,,,,,,,,,,,,,,0.7933879928432139,140523.2726664068
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0442171239687872,1613.2940871262624,5098.00931531899,EY7673,2026-12-02,1,,False,0.0,196523.83,566.55,0.5161314790378012,94.20412871047547,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,309,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8385864097103074,77142.15569316265
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0255745948121082,3475.947033442864,10983.992625679452,EY2565,2026-02-13,1,,False,0.0,435888.23,550.35,0.5225542333184614,93.85710378678776,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,277,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.754067700249337,171100.66062772507
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.050129321861081,627.1675235406092,1981.849374388325,EY1201,2025-07-01,1,,False,0.0,76857.93,563.17,0.5226196736316098,93.53029077336048,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,290,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7891953915236584,30169.300118593746
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0651115018494334,1546.0337379777388,4885.4666120096535,EY1714,2027-04-07,1,,False,0.0,196523.83,542.93,0.5066624035595211,93.31103704228111,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,324,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8793433517196599,77142.15569316265
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0465119671927866,5013.786437712333,15843.565143170978,EY5855,2026-03-31,1,,False,0.0,621543.39,556.72,0.5305664871180766,96.38897742848468,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,293,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7957723758946967,243976.50035548143
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0606283559409339,2241.759681057014,7083.960592140164,EY2337,2025-05-02,1,,False,0.0,273669.9,565.33,0.52020408608933,94.86639361279636,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,307,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8349831910981989,107424.55897390863
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0697191892000477,360.3862177549136,1138.820448105527,EY7861,2027-03-06,1,,False,0.0,43835.18,567.4,0.5188184098465555,94.84162285697076,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,291,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.7899780115160885,17206.76998748849
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,50259.73450949082,158820.761049991,0.0341166931798107,2350.264021488595,7426.834307903961,EY2980,2026-01-14,1,,False,0.0,299500.66,541.58,0.5262361961094257,95.5483224901997,Distance_km,1.0,0.0,0.0,3327.785125963358,0.0,PASS,368.0,278,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,,0.7559363532891569,117563.99293003354
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0255834436850419,2173.955504902729,6869.699395492625,EY7371,2025-03-23,1,,False,0.0,272550.64,550.49,0.5279138204329723,95.9926837317532,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,317,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.8621392521089876,106985.21249133871
DIAP,OMDB,B77W,GE90-115B,6678.659980829696,103809.94784320227,328039.4351845193,0.0411780320221157,4929.469088025568,15577.122318160797,EY3300,2026-08-28,1,,False,0.0,601079.4,565.99,0.5224799814638822,92.37690371856354,Distance_km,1.0,0.0,0.0,6678.659980829696,0.0,PASS,368.0,318,2457746.872945328,1966197.4983562627,235943.6998027515,0.12,,,,,,,,,,,,,,,,0.8634103453022661,235943.6998027515
VECC,OMDB,B77W,GE90-115B,3365.806645906652,52316.51459496316,165320.18612008358,0.0457183448998512,2447.4879035519925,7734.061775224297,EY7706,2026-01-08,1,,False,0.0,302922.6,557.61,0.5267663633981242,93.73379791371995,Distance_km,1.0,0.0,0.0,3365.806645906652,0.0,PASS,368.0,315,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,,0.8562305395520982,118907.21718659022
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,89387.91075443543,282465.797984016,0.0679981457867888,4253.390305257192,13440.713364612726,EY7433,2026-05-20,1,,False,0.0,532667.72,551.09,0.5173558656330233,94.59499640774892,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,292,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.7923013833607067,209089.83723303356
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0535740964288141,4005.3471365798896,12656.896951592453,EY4815,2025-12-05,1,,False,0.0,508394.45,543.73,0.5305619152756244,97.6850856511925,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,283,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,,0.7684525240656805,199561.76660326964
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0238918617405493,2148.497789829092,6789.253015859932,EY3071,2026-02-03,1,,False,0.0,272550.64,544.04,0.516910379135683,93.92583812892568,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,299,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.8120376941399852,106985.21249133871
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0685775146685568,3534.2272186160662,11168.15801082677,EY7896,2026-05-20,1,,False,0.0,443447.62,550.04,0.5116549647728877,93.52788620804776,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,292,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.7946723154721357,174067.97391665552
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0384175372424657,2184.597744889485,6903.328873850773,EY6239,2027-05-09,1,,False,0.0,273669.9,550.92,0.5462541018979578,97.91438015005504,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,294,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7978281230441713,107424.55897390863
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0351574802447246,1805.2547352615256,5704.604963426422,EY6185,2026-09-24,1,,False,0.0,229212.7,543.55,0.5182715356055428,93.9901030294038,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,306,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8322865588518809,89973.62652520723
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,75280.46169722077,237886.25896321767,0.0258704711546037,3540.991509361165,11189.533169581282,EY2070,2026-04-13,1,,False,0.0,435888.23,560.65,0.5244522664780469,93.79756036678286,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,293,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.7953844651095726,171100.66062772507
LSZH,OMDB,B77W,GE90-115B,4767.911328678359,72010.04526240152,227551.7430291888,0.0246992166485145,3379.1632809210137,10678.155967710403,EY3868,2026-12-24,1,Low,False,0.0,429112.02,543.48,0.5214608887171693,92.40426949094504,Distance_km,1.0,0.0,0.0,4767.911328678359,0.0,PASS,368.0,310,1754591.368953636,1403673.095162909,168440.77141954907,0.12,,,,,,,,,,,,,,,,0.8419866992001676,168440.77141954907
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.027997398819332,2207.9945003709017,6977.26262117205,EY1349,2025-04-15,1,,False,0.0,273669.9,556.82,0.5347354889099121,97.58008450430673,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,309,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8396821342239361,107424.55897390863
KEWR,OMDB,B77W,GE90-115B,11020.663855060637,166445.73447732523,525968.5209483478,0.035988230213846,7817.346732594131,24702.81567499745,EY7582,2026-10-22,1,,False,0.0,991859.75,543.94,0.5514971968294116,97.45756013304651,Distance_km,1.0,0.0,0.0,11020.663855060637,0.0,PASS,368.0,290,4055604.298662314,3244483.438929852,389338.01267158217,0.12,,,,,,,,,,,,,,,,0.7882773745006383,389338.0126715822
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,55323.20605717528,174821.3311406739,0.0632974915236675,2616.4985547792144,8268.135433102316,EY4683,2026-08-02,1,,False,0.0,320331.92,563.72,0.5302754757126866,96.47341235802246,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,294,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,,0.7984562284271498,125740.95443912392
VOTV,OMDB,B77W,GE90-115B,2947.103527071604,44510.27792839344,140652.47825372327,0.0330442618307759,2108.82982190383,6663.902237216104,EY6933,2025-05-08,1,,False,0.0,265239.32,548.72,0.5440444235758539,96.3698314622823,Distance_km,1.0,0.0,0.0,2947.103527071604,0.0,PASS,368.0,279,1084534.09796235,867627.2783698803,104115.27340438565,0.12,,,,,,,,,,,,,,,,0.7580255409012052,104115.27340438563
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0528287149724472,2181.823016848697,6894.560733241884,EY3293,2025-06-04,1,,False,166.39445649579503,273669.9,550.22,0.532432672752388,97.1758508588544,Distance_km,0.9453,105.16,0.0,2874.3822354739914,105.16,PASS,368.0,287,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7787239115214543,107424.55897390863
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0258686786866637,1568.571284772123,4956.685259879908,EY1129,2027-05-04,1,,False,0.0,196523.83,550.85,0.520699403102642,92.54059629877288,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,291,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.789582107735584,77142.15569316265
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.040274651756222,2348.54210935532,7421.393065562811,EY1451,2027-04-12,1,,False,0.0,295933.97,547.71,0.5005472944929594,92.383298877672,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,283,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.7688056905621559,116163.94578539793
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0543551957793341,1914.822622622452,6050.839487486949,EY5656,2027-06-22,1,,False,0.0,242564.15,544.81,0.5289539118486243,94.93864505485,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,305,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8275389751343797,95214.51245484481
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0514139005667832,3972.476832335368,12553.026790179763,EY5370,2027-03-24,1,,False,0.0,504306.79,543.64,0.5311225348930689,97.02068061139214,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,307,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8349201672318793,197957.22488109325
OPLA,OMDB,B77W,GE90-115B,1985.19567584466,29982.52706849813,94744.78553645407,0.0432113999185224,1420.4674940925115,4488.677281332338,EY7038,2027-04-29,1,,False,133.2301212088317,178667.61,548.69,0.5122448765772664,92.89270072284052,Distance_km,0.9329,84.2,0.0,1851.9655546358283,84.2,PASS,368.0,311,730552.0087108349,584441.6069686679,70132.99283624016,0.12,,,,,,,,,,,,,,,,0.8463168600122478,70132.99283624016
WMKK,OMDB,B77W,GE90-115B,5549.191601611598,83809.76718217536,264838.86429567414,0.040824774351319,3958.784582158393,12509.75927962052,EY5592,2025-06-12,1,,False,0.0,499427.24,547.06,0.5263355513954885,94.49343472454947,Distance_km,1.0,0.0,0.0,5549.191601611598,0.0,PASS,368.0,323,2042102.5093930685,1633682.007514455,196041.8409017345,0.1199999999999999,,,,,,,,,,,,,,,,0.8790502258283641,196041.84090173442
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0484816017825998,349.58118211767663,1104.6765354918582,EY8476,2026-02-12,1,,False,0.0,43835.18,550.39,0.5302002068444247,96.37778441393036,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,317,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.8622834165805757,17206.76998748849
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0335107280191232,3496.282355191455,11048.252242404997,EY4635,2025-09-25,1,,False,259.1326973987212,443447.62,544.14,0.520838522018851,92.0957530382305,Distance_km,0.9474,163.77,0.0,4668.063122252989,163.77,PASS,368.0,279,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.7575216035793727,174067.97391665552
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8656.437404144139,27354.34219709548,0.0317737746521715,405.18487370760187,1280.384200916022,EY2339,2025-12-31,1,,False,0.0,51584.21,542.1,0.52820295454187,93.76304510888671,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,323,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,,0.8764215533689341,20248.52211640521
LFPG,OMDB,B77W,GE90-115B,5238.6214414794895,81426.66645273767,257308.26599065104,0.0231683793752982,3839.565721306932,12133.027679329907,EY4541,2026-04-22,1,,False,0.0,471475.93,562.04,0.5334657891763075,94.39804207452482,Distance_km,1.0,0.0,0.0,5238.6214414794895,0.0,PASS,368.0,304,1927812.690464452,1542250.152371562,185070.01828458745,0.12,,,,,,,,,,,,,,,,0.8267575766209678,185070.01828458745
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.039852710771934,1825.7405728717008,5769.340210274574,EY3996,2027-05-13,1,,False,0.0,229212.7,549.72,0.524784543365488,92.73159426105988,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,293,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.7956311726293591,89973.62652520723
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0440131258055069,1822.7376122647488,5759.850854756605,EY9735,2027-05-25,1,High,False,0.0,229212.7,548.82,0.508934661562295,93.84446320028924,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,307,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8342885495427362,89973.62652520723
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0330985825701577,2360.7222980836627,7459.882461944375,EY7178,2026-09-16,1,,False,0.0,295933.97,550.55,0.5251627493317875,95.42645570062056,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,310,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.8415396197699277,116163.94578539793
HECA,OMDB,B77W,GE90-115B,2415.4452915944203,37544.54493240644,118640.76198640437,0.0282836516336628,1769.304935549551,5591.003596336581,EY8371,2026-11-18,1,,False,0.0,217390.08,561.7,0.5069826298239659,93.66903007925455,Distance_km,1.0,0.0,0.0,2415.4452915944203,0.0,PASS,368.0,278,888883.8673067467,711107.0938453975,85332.8512614477,0.12,,,,,,,,,,,,,,,,0.7553093168032928,85332.8512614477
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0357350039535678,1936.704863936152,6119.98737003824,EY4969,2026-02-15,1,,False,0.0,242564.15,551.04,0.5173837059589667,95.11499665340064,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,298,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8093270091130043,95214.51245484481
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0399550615223487,1568.2727841579856,4955.741997939235,EY6787,2027-02-28,1,,False,0.0,196523.83,550.74,0.5057663716311724,93.07147992833038,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,320,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8685266803473202,77142.15569316265
OERK,OMDB,A320,V2527-A5,873.0082487769301,3253.753096618017,10281.859785312936,0.0577903001396758,152.3251156018033,481.3473653016985,EY9186,2026-09-09,1,,False,0.0,78570.74,133.8,0.1308171220954291,97.1034608778657,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,150.0,124,130951.23731653953,104760.9898532316,12571.318782387792,0.1199999999999999,,,,,,,,,,,,,,,,0.825088872798194,12571.318782387782
OPIS,OMDB,B77W,GE90-115B,1925.5193500604628,29081.23200980729,91896.69315099104,0.0315865064822927,1370.790223621619,4331.697106644316,EY3619,2025-10-09,1,,False,0.0,173296.74,545.91,0.5306500069532343,94.11426852499385,Distance_km,1.0,0.0,0.0,1925.5193500604628,0.0,PASS,368.0,277,708591.1208222503,566872.8966578003,68024.74759893604,0.12,,,,,,,,,,,,,,,,0.7535752315654024,68024.74759893604
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0467005628043945,1824.0696577241067,5764.060118408177,EY1133,2025-05-15,1,,False,0.0,229212.7,549.22,0.5423568028119778,95.85919774456056,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,303,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8236339105851199,89973.62652520723
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0283076419222552,347.08064141565814,1096.77482687348,EY1113,2026-07-19,1,,False,28.38338165227047,43835.18,546.45,0.5228243014854377,93.82658714152024,Distance_km,0.9417,17.94,0.0,458.6741927218375,17.94,PASS,368.0,284,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.7710502841458412,17206.76998748849
FVHA,OMDB,B77W,GE90-115B,5473.567897214555,82667.61792621361,261229.67264683504,0.0328095710218162,3878.799446041346,12257.006249490654,EY9098,2025-10-23,1,,False,0.0,492621.11,543.41,0.5134292889631085,93.69086780501137,Distance_km,1.0,0.0,0.0,5473.567897214555,0.0,PASS,368.0,320,2014272.986174956,1611418.3889399653,193370.20667279584,0.1199999999999999,,,,,,,,,,,,,,,,0.8698591054363972,193370.20667279567
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,87096.74895863316,275225.7267092808,0.0660151448570878,4142.634803789963,13090.725979976283,EY8617,2026-10-11,1,High,False,0.0,504306.79,566.92,0.5362479045870948,97.8654931321443,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,324,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8796882619736044,197957.22488109325
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0211378728158283,346.6837147311427,1095.520538550411,EY3903,2026-02-15,1,,True,26.50117554810659,43835.18,545.83,0.5118461775270997,93.83744819673512,Distance_km,0.9456,16.75,0.0,460.55639882600144,16.75,PASS,368.0,313,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.8503395431337271,17206.76998748849
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0498964503829161,4912.665584652363,15524.023247501464,EY4765,2027-02-24,1,,False,0.0,621543.39,545.49,0.5094177251099951,93.5149914844946,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,299,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.8136652660572151,243976.50035548143
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0440317354554899,1880.65609843546,5942.8732710560525,EY3353,2027-01-26,1,,False,0.0,229212.7,566.26,0.5210874025636553,92.474164417024,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,323,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.878652251489707,89973.62652520723
KSEA,OMDB,B77W,GE90-115B,11927.651420185806,185397.8006629352,585857.050094875,0.0665595313766258,8791.101570134653,27779.880961625506,EY6952,2025-12-11,1,Low,False,0.0,1073488.63,565.18,0.5016881548924437,92.20662493252112,Distance_km,1.0,0.0,0.0,11927.651420185806,0.0,PASS,368.0,316,4389375.722628376,3511500.578102702,421380.0693723242,0.12,,,,,,,,,,,,,,,,0.8591804304123869,421380.0693723242
KBOS,OMDB,B77W,GE90-115B,10702.117556465317,161634.7109916225,510765.6867335271,0.0333084268684023,7604.934298570529,24031.59238348287,EY5081,2026-02-13,1,,False,0.0,963190.58,544.91,0.5213833300061329,92.47108751121348,Distance_km,1.0,0.0,0.0,10702.117556465317,0.0,PASS,368.0,279,3938379.260779237,3150703.408623389,378084.4090348067,0.12,,,,,,,,,,,,,,,,0.7568428639144805,378084.40903480665
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0201891475155623,4054.700649408894,12812.854052132108,EY7348,2025-10-06,1,,False,0.0,508394.45,550.43,0.5054223783681496,92.8121441565428,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,295,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,,0.8007968375139851,199561.76660326964
VVNB,OMDB,B77W,GE90-115B,5144.178669435487,79958.69244774312,252669.46813486825,0.0238675185711795,3790.526762107359,11978.064568259257,EY2636,2025-09-08,1,,False,0.0,462976.08,565.05,0.5085235921084306,92.99389487508496,Distance_km,1.0,0.0,0.0,5144.178669435487,0.0,PASS,368.0,277,1893057.7503522595,1514446.2002818077,181733.5440338169,0.12,,,,,,,,,,,,,,,,0.7518640843844545,181733.54403381693
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0625540987620951,1601.5788129711275,5060.989048988765,EY8724,2026-01-02,1,,False,0.0,196523.83,562.44,0.5184420399501076,95.29038638813948,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,321,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.872494083331466,77142.15569316265
OPIS,OMDB,B77W,GE90-115B,1925.5193500604628,29929.36665058686,94576.79861585448,0.0691863454381008,1403.2868257011714,4434.386369215701,EY9057,2027-05-15,1,,False,99.04229482478696,173296.74,558.86,0.5190861947879243,94.3149640145007,Distance_km,0.9486,62.59,0.0,1826.477055235676,62.59,PASS,368.0,308,708591.1208222503,566872.8966578003,68024.74759893604,0.12,,,,,,,,,,,,,,,,0.8356926201615675,68024.74759893604
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0254034486788608,626.6381095795134,1980.176426271263,EY8454,2026-07-19,1,,False,0.0,78570.74,550.43,0.5014537783003367,92.55333423229108,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,321,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8713285908947508,30841.635412791387
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0662259349260785,606.5616785038884,1916.7349040722877,EY6929,2025-11-11,1,,False,0.0,76857.93,544.67,0.5112550503755755,93.91305046122424,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,288,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7814578032664532,30169.300118593746
EBBR,OMDB,B77W,GE90-115B,5147.621807784948,77744.83496425887,245673.6784870581,0.0212755201960054,3666.95225499804,11587.569125793809,EY1673,2027-03-09,1,,False,0.0,463285.96,546.26,0.5048585543293201,92.57685845170964,Distance_km,1.0,0.0,0.0,5147.621807784948,0.0,PASS,368.0,298,1894324.8252648609,1515459.8602118888,181855.18322542665,0.12,,,,,,,,,,,,,,,,0.8101249681080552,181855.18322542665
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0375366689706339,1909.068541309624,6032.6565905384105,EY1779,2026-03-27,1,,False,0.0,242564.15,543.17,0.5130137293065112,93.24154742237556,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,278,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.7555398587204102,95214.51245484481
