Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,load_factor
VOTV,OMDB,B77W,GE90-115B,2947.103527071604,45808.390352552975,144754.5135140674,0.0229062555734229,2172.9847757044836,6866.631891226169,EY8368,2026-06-15,1,,False,0.0,265239.32,565.41,0.5331045660988623,97.86495022320015,Distance_km,1.0,0.0,0.0,2947.103527071604,0.0,PASS,368.0,291,1084534.09796235,867627.2783698803,104115.27340438565,0.12,,,,,,,,,,,,,,,,0.7900924301577009
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.0499365749331243,4378.7754803004345,13836.930517749373,EY7988,2026-08-24,1,,False,0.0,532667.72,567.34,0.53399573655572,94.6691666428356,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,306,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.831224180942426
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0619717573711283,613.9331041036463,1940.0286089675224,EY1328,2025-07-15,1,,False,0.0,76857.93,551.28,0.5273405406973773,96.96572912870955,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,285,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7733612404014848
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.039896096056736,2177.125866056956,6879.717736739983,EY4339,2025-09-30,1,Low,False,0.0,273669.9,549.04,0.5254236293137747,95.84457630284516,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,307,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.833525883369751
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0457730904456048,1540.948545990282,4869.3974053292895,EY7834,2027-06-12,1,,False,0.0,196523.83,541.15,0.530281835675321,95.1567013068167,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,298,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8096973392891045
WMKK,OMDB,B77W,GE90-115B,5549.191601611598,83809.76718217536,264838.86429567414,0.0426904914869466,3932.912954381331,12428.004935845007,EY6343,2025-11-12,1,,False,0.0,499427.24,543.48,0.5119609535322576,93.66665736275252,Distance_km,1.0,0.0,0.0,5549.191601611598,0.0,PASS,368.0,317,2042102.5093930685,1633682.007514455,196041.8409017345,0.1199999999999999,,,,,,,,,,,,,,,,0.8604892085947069
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.061899858874728,1550.7789483990584,4900.461476941025,EY6920,2026-03-28,1,,False,0.0,196523.83,544.6,0.5162646467586979,95.13884843822812,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,313,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8501377858263279
OIIE,OMDB,B77W,GE90-115B,1199.8636074996691,18650.11527327721,58934.36426355599,0.0209677193231534,877.7954739602704,2773.8336977144545,EY7402,2026-04-28,1,,False,0.0,107987.72,561.0,0.5235437739492439,95.2618556032991,Distance_km,1.0,0.0,0.0,1199.8636074996691,0.0,PASS,368.0,294,441549.8075598782,353239.84604790265,42388.78152574832,0.12,,,,,,,,,,,,,,,,0.7992858669727153
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0620537798099412,4007.5936053209184,12663.995792814101,EY5889,2027-01-12,1,,False,0.0,504306.79,548.44,0.5214663173608838,95.2739763936029,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,312,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8478108566519824
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0620356974134491,1558.4587577698837,4924.729674552833,EY1618,2025-04-29,1,,False,0.0,196523.83,547.3,0.5141894898452096,94.96642238343202,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,323,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8772314189787677
OEJN,OMDB,A320,V2527-A5,1698.993736582153,6332.249597049718,20009.90872667711,0.0615917846223255,295.8003776909027,934.7291935032522,EY7609,2025-08-07,1,,False,0.0,152909.44,133.51,0.1255319260591884,94.0256064122416,Distance_km,1.0,0.0,0.0,1698.993736582153,0.0,PASS,150.0,125,254849.0604873229,203879.2483898584,24465.509806783,0.12,,,,,,,,,,,,,,,,0.8363077165762522
VVTS,OMDB,B77W,GE90-115B,5618.742223034879,84860.19430874419,268158.21401563165,0.0206040925758393,4034.3367154983075,12748.504020974651,EY6745,2026-07-08,1,,False,0.0,505686.8,550.6,0.5247882959089974,92.72631278970928,Distance_km,1.0,0.0,0.0,5618.742223034879,0.0,PASS,368.0,297,2067697.1380768355,1654157.710461469,198498.92525537623,0.12,,,,,,,,,,,,,,,,0.8072861630869422
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,87096.74895863316,275225.7267092808,0.0271819874191804,4126.843224620737,13040.824589801528,EY8004,2026-05-29,1,,False,0.0,504306.79,564.76,0.5111224499008165,92.83163425073316,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,316,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8592114039082709
OEJN,OMDB,B77W,GE90-115B,1698.993736582153,25660.00234440829,81085.60740833021,0.0205841653996145,1212.1908366065263,3830.5230436766237,EY2937,2027-06-24,1,,False,0.0,152909.44,547.12,0.5394277446537685,97.91550670584088,Distance_km,1.0,0.0,0.0,1698.993736582153,0.0,PASS,368.0,280,625229.6950622323,500183.7560497859,60022.0507259743,0.12,,,,,,,,,,,,,,,,0.7620335510954281
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.021249083212885,1914.8226226224522,6050.839487486949,EY5656,2027-06-22,1,,False,0.0,242564.15,544.81,0.5303659324053036,96.96094310738756,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,320,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8698619849441841
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0229380837265866,2232.0315179389568,7053.219596687102,EY7584,2026-09-24,1,,False,0.0,273669.9,562.88,0.5461009564612069,97.40922914970544,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,304,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8254849594702311
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0390934041870408,2080.955963855514,6575.820845783424,EY3713,2027-01-13,1,High,False,0.0,263985.52,544.03,0.5397182771011355,96.91884673094115,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,287,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.7807729118467648
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29939.36140635439,94608.38204407987,0.024159061851453,1416.8143524034172,4477.133353594798,EY5201,2025-05-21,1,,False,0.0,173354.61,564.05,0.5293730533211218,94.50594965624116,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,300,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.8153465199850607
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0466579808312852,2152.168074375115,6800.8511150253635,EY5098,2026-03-22,1,,False,0.0,273669.9,542.74,0.5277158654488859,95.8855761826434,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,307,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8351938963855563
LLBG,OMDB,B77W,GE90-115B,2130.8263432426547,33120.56193755524,104660.97572267456,0.0450465655993687,1571.1092045268977,4964.705086304996,EY8111,2026-06-06,1,,False,0.0,191774.37,565.4,0.5149241909408229,95.00638914608616,Distance_km,1.0,0.0,0.0,2130.8263432426547,0.0,PASS,368.0,321,784144.094313297,627315.2754506377,75277.83305407652,0.12,,,,,,,,,,,,,,,,0.8711252284150234
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0646582854330338,1990.581312074396,6290.236946155091,EY7216,2025-03-03,1,,False,0.0,242564.15,566.37,0.5103993020246128,93.32351298373148,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,301,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8181932282427037
KSEA,OMDB,B77W,GE90-115B,11927.651420185806,180144.0210256204,569255.1064409603,0.0294611864406452,8420.3634252949,26608.34842393188,EY1651,2025-10-02,1,,False,0.0,1073488.63,541.35,0.508214067607753,92.44633166024254,Distance_km,1.0,0.0,0.0,11927.651420185806,0.0,PASS,368.0,277,4389375.722628376,3511500.578102702,421380.0693723242,0.12,,,,,,,,,,,,,,,,0.7518990383595726
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0500711769175013,4027.0065617391147,12725.340735095604,EY1623,2026-09-18,1,,False,0.0,504306.79,551.1,0.535365622824889,97.233125796142,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,278,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.7550406922904741
HECA,OMDB,B77W,GE90-115B,2415.4452915944203,36480.61232396768,115278.73494373786,0.0558601471990678,1731.787900098356,5472.449764310805,EY4057,2025-09-20,1,,False,213.8437805031884,217390.08,549.79,0.5082280766501316,93.26604609004312,Distance_km,0.9115,135.15,0.0,2201.601511091232,135.15,PASS,368.0,281,888883.8673067467,711107.0938453975,85332.8512614477,0.12,,,,,,,,,,,,,,,,0.7644747988221798
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,33273.72720506083,105144.97796799222,0.0306554762928505,1579.1740517064873,4990.190003392499,EY3182,2025-12-22,1,,False,0.0,192661.23,565.69,0.5225182089380382,96.43204508170152,Distance_km,1.0,0.0,0.0,2140.680300053112,0.0,PASS,368.0,296,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,,0.8051303303579338
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0483920816193524,1369.0624036983377,4326.237195686747,EY1712,2025-10-01,1,,False,0.0,173354.61,545.04,0.5290390815349622,96.0253238369622,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,290,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.7891666402167095
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0414569338273951,2129.6597714893287,6729.724877906279,EY7458,2026-04-02,1,,True,250.76268801961191,263985.52,556.77,0.5090113702086673,92.4027427969058,Distance_km,0.9145,158.48,0.0,2682.4097826890666,158.48,PASS,368.0,291,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.7903327416579078
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0669895788227146,1819.2806819337727,5748.926954910722,EY9115,2026-05-21,1,,True,117.18216780202164,229212.7,547.78,0.5287212521316003,94.61187889891042,Distance_km,0.954,74.06,0.0,2429.6256482421163,74.06,PASS,368.0,311,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8462589295438898
VHHH,OMDB,B77W,GE90-115B,5919.683926954617,89405.33456549716,282520.8572269711,0.0569777546769003,4178.100694958048,13202.798196067433,EY8895,2027-01-16,1,,False,0.0,532771.55,541.23,0.5176410967409185,94.61306360172104,Distance_km,1.0,0.0,0.0,5919.683926954617,0.0,PASS,368.0,278,2178443.685119299,1742754.9480954397,209130.59377145272,0.12,,,,,,,,,,,,,,,,0.7562274559897396
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,50259.73450949082,158820.761049991,0.0629020742719604,2357.0110993915096,7448.15507407717,EY1691,2025-09-18,1,,True,194.00800723390608,299500.66,543.13,0.5522646551840138,97.86291479027877,Distance_km,0.9417,122.61,0.0,3133.777118729452,122.61,PASS,368.0,287,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,,0.7808171165924761
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8656.437404144139,27354.34219709548,0.026757630986818,406.0081474831609,1282.9857460467886,EY1832,2025-03-14,1,,False,0.0,51584.21,543.2,0.5274868747170022,94.25552682518423,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,308,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,,0.837297174355544
EGKK,OMDB,B77W,GE90-115B,5473.124598992566,82660.92276709054,261208.51594400613,0.0330926988406346,3906.3071083452196,12343.930462370894,EY8962,2025-03-07,1,,False,0.0,492581.21,547.31,0.5151285230050985,94.99171778316764,Distance_km,1.0,0.0,0.0,5473.124598992566,0.0,PASS,368.0,300,2014109.852429264,1611287.8819434114,193354.54583320933,0.12,,,,,,,,,,,,,,,,0.8147007185445075
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,32330.82049407273,102165.39276126985,0.0676839701389791,1523.319648558817,4813.690089445862,EY4629,2026-01-23,1,,False,0.0,192661.23,545.68,0.5497238431229972,97.98821515255666,Distance_km,1.0,0.0,0.0,2140.680300053112,0.0,PASS,368.0,287,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,,0.7805910017398685
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.033844143999445,4350.250543572765,13746.79171768994,EY5664,2026-09-17,1,,False,0.0,532667.72,563.64,0.5300596280045833,97.09106793158072,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,320,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.8686828346104094
DNMM,OMDB,B77W,GE90-115B,5895.900658579161,91643.10529546808,289592.2127336792,0.0441465333402451,4292.526227433474,13564.382878689776,EY8081,2025-09-08,1,,False,0.0,530631.06,558.3,0.5271787472824718,96.1580575567763,Distance_km,1.0,0.0,0.0,5895.900658579161,0.0,PASS,368.0,320,2169691.442357132,1735753.1538857052,208290.3784662846,0.12,,,,,,,,,,,,,,,,0.86996136676569
HTDA,OMDB,B77W,GE90-115B,3977.674158356169,60075.04679448607,189837.147870576,0.0227274423229442,2821.2244013194513,8915.069108169468,EY3591,2025-03-05,1,,False,0.0,357990.67,543.89,0.5356949184720465,97.76020132177425,Distance_km,1.0,0.0,0.0,3977.674158356169,0.0,PASS,368.0,292,1463784.0902750702,1171027.2722200565,140523.27266640676,0.12,,,,,,,,,,,,,,,,0.7933879928432139
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0442171239687872,1613.2940871262624,5098.00931531899,EY7673,2026-12-02,1,,False,0.0,196523.83,566.55,0.5161314790378012,94.20412871047547,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,309,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8385864097103074
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0255745948121082,3475.947033442864,10983.992625679452,EY2565,2026-02-13,1,,False,0.0,435888.23,550.35,0.5225542333184614,93.85710378678776,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,277,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.754067700249337
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.050129321861081,627.1675235406092,1981.849374388325,EY1201,2025-07-01,1,,False,0.0,76857.93,563.17,0.5226196736316098,93.53029077336048,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,290,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7891953915236584
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0651115018494334,1546.0337379777388,4885.4666120096535,EY1714,2027-04-07,1,,False,0.0,196523.83,542.93,0.5066624035595211,93.31103704228111,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,324,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8793433517196599
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0465119671927866,5013.786437712333,15843.565143170978,EY5855,2026-03-31,1,,False,0.0,621543.39,556.72,0.5305664871180766,96.38897742848468,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,293,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7957723758946967
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0606283559409339,2241.759681057014,7083.9605921401635,EY2337,2025-05-02,1,,False,0.0,273669.9,565.33,0.52020408608933,94.86639361279636,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,307,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8349831910981989
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0697191892000477,360.38621775491356,1138.820448105527,EY7861,2027-03-06,1,,False,0.0,43835.18,567.4,0.5188184098465555,94.84162285697076,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,291,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.7899780115160885
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,50259.73450949082,158820.761049991,0.0341166931798107,2350.264021488595,7426.834307903961,EY2980,2026-01-14,1,,False,0.0,299500.66,541.58,0.5262361961094257,95.5483224901997,Distance_km,1.0,0.0,0.0,3327.785125963358,0.0,PASS,368.0,278,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,,0.7559363532891569
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0255834436850419,2173.955504902729,6869.699395492625,EY7371,2025-03-23,1,,False,0.0,272550.64,550.49,0.5279138204329723,95.9926837317532,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,317,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.8621392521089876
DIAP,OMDB,B77W,GE90-115B,6678.659980829696,103809.94784320227,328039.4351845193,0.0411780320221157,4929.4690880255675,15577.122318160797,EY3300,2026-08-28,1,,False,0.0,601079.4,565.99,0.5224799814638822,92.37690371856354,Distance_km,1.0,0.0,0.0,6678.659980829696,0.0,PASS,368.0,318,2457746.872945328,1966197.4983562627,235943.6998027515,0.12,,,,,,,,,,,,,,,,0.8634103453022661
VECC,OMDB,B77W,GE90-115B,3365.806645906652,52316.51459496316,165320.18612008358,0.0457183448998512,2447.4879035519925,7734.061775224297,EY7706,2026-01-08,1,,False,0.0,302922.6,557.61,0.5267663633981242,93.73379791371995,Distance_km,1.0,0.0,0.0,3365.806645906652,0.0,PASS,368.0,315,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,,0.8562305395520982
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,89387.91075443543,282465.797984016,0.0679981457867888,4253.390305257192,13440.713364612726,EY7433,2026-05-20,1,,False,0.0,532667.72,551.09,0.5173558656330233,94.59499640774892,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,292,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,,0.7923013833607067
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0535740964288141,4005.3471365798896,12656.896951592453,EY4815,2025-12-05,1,,False,0.0,508394.45,543.73,0.5305619152756244,97.6850856511925,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,283,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,,0.7684525240656805
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0238918617405493,2148.497789829092,6789.253015859932,EY3071,2026-02-03,1,,False,0.0,272550.64,544.04,0.516910379135683,93.92583812892568,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,299,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,,0.8120376941399852
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0685775146685568,3534.2272186160662,11168.15801082677,EY7896,2026-05-20,1,,False,0.0,443447.62,550.04,0.5116549647728877,93.52788620804776,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,292,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,,0.7946723154721357
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0384175372424657,2184.597744889485,6903.328873850773,EY6239,2027-05-09,1,,False,0.0,273669.9,550.92,0.5462541018979578,97.91438015005504,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,294,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7978281230441713
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0351574802447246,1805.2547352615259,5704.604963426422,EY6185,2026-09-24,1,,False,0.0,229212.7,543.55,0.5182715356055428,93.9901030294038,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,306,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8322865588518809
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,75280.46169722077,237886.25896321767,0.0258704711546037,3540.991509361165,11189.533169581282,EY2070,2026-04-13,1,,False,0.0,435888.23,560.65,0.5244522664780469,93.79756036678286,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,293,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.7953844651095726
LSZH,OMDB,B77W,GE90-115B,4767.911328678359,72010.04526240152,227551.7430291888,0.0246992166485145,3379.1632809210137,10678.155967710403,EY3868,2026-12-24,1,Low,False,0.0,429112.02,543.48,0.5214608887171693,92.40426949094504,Distance_km,1.0,0.0,0.0,4767.911328678359,0.0,PASS,368.0,310,1754591.368953636,1403673.095162909,168440.77141954907,0.12,,,,,,,,,,,,,,,,0.8419866992001676
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.027997398819332,2207.9945003709017,6977.26262117205,EY1349,2025-04-15,1,,False,0.0,273669.9,556.82,0.5347354889099121,97.58008450430673,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,309,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8396821342239361
KEWR,OMDB,B77W,GE90-115B,11020.663855060637,166445.73447732523,525968.5209483478,0.035988230213846,7817.346732594131,24702.81567499745,EY7582,2026-10-22,1,,False,0.0,991859.75,543.94,0.5514971968294116,97.45756013304651,Distance_km,1.0,0.0,0.0,11020.663855060637,0.0,PASS,368.0,290,4055604.298662314,3244483.438929852,389338.01267158217,0.12,,,,,,,,,,,,,,,,0.7882773745006383
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,55323.20605717528,174821.3311406739,0.0632974915236675,2616.4985547792144,8268.135433102316,EY4683,2026-08-02,1,,False,0.0,320331.92,563.72,0.5302754757126866,96.47341235802246,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,294,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,,0.7984562284271498
VOTV,OMDB,B77W,GE90-115B,2947.103527071604,44510.27792839344,140652.47825372327,0.0330442618307759,2108.82982190383,6663.902237216104,EY6933,2025-05-08,1,,False,0.0,265239.32,548.72,0.5440444235758539,96.3698314622823,Distance_km,1.0,0.0,0.0,2947.103527071604,0.0,PASS,368.0,279,1084534.09796235,867627.2783698803,104115.27340438565,0.12,,,,,,,,,,,,,,,,0.7580255409012052
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0528287149724472,2181.8230168486975,6894.560733241884,EY3293,2025-06-04,1,,False,166.39445649579503,273669.9,550.22,0.532432672752388,97.1758508588544,Distance_km,0.9453,105.16,0.0,2874.3822354739914,105.16,PASS,368.0,287,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.7787239115214543
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0258686786866637,1568.5712847721227,4956.685259879908,EY1129,2027-05-04,1,,False,0.0,196523.83,550.85,0.520699403102642,92.54059629877288,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,291,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.789582107735584
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.040274651756222,2348.54210935532,7421.393065562811,EY1451,2027-04-12,1,,False,0.0,295933.97,547.71,0.5005472944929594,92.383298877672,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,283,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.7688056905621559
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0543551957793341,1914.8226226224522,6050.839487486949,EY5656,2027-06-22,1,,False,0.0,242564.15,544.81,0.5289539118486243,94.93864505485,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,305,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,,0.8275389751343797
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0514139005667832,3972.476832335368,12553.026790179763,EY5370,2027-03-24,1,,False,0.0,504306.79,543.64,0.5311225348930689,97.02068061139214,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,307,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,,0.8349201672318793
